Kraj,CisloObce,PoradiKand,KandJmeno,KandVek,Hlasy,Procenta,Okres,Kandidatka,Okrsek,URL
1,529303,43,Bláha Miloš,42,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,44,Franta Bohumil,43,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,45,Fryčer Jan,44,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,46,Moucha Vladimír Ing.,53,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,47,Beneš Milan,42,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,48,Ryzáková Ilona,46,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,49,Podaná Jana,48,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,50,Duník Vladimír,51,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,51,Hermann Vladimír JUDr.,60,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,52,Hyka Drahoslav,60,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,53,Masár Július,60,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,54,Barták Jan JUDr.,61,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,55,Vašák Jan Prof. Ing. CSc.,62,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,56,Truxová Dagmar Ing. CSc.,63,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,57,Čechák Vilém Ing.,68,2,28.57,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,58,Vokolek Luboš,45,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,59,Bradáč Antonín,52,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,60,Hroníková Eva,53,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,61,Stejskal Jiří RSDr.,54,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,62,Jelínek Jaroslav,56,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,63,Strnad Ladislav Doc. Ing. CSc.,66,1,14.28,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,64,Carvan Rudolf Bc.,52,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,65,Spálenka Bohumil,54,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,66,Mrkvička Josef,55,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,67,Urbanová Pavlína,56,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,68,Pokorný Vladimír,58,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,69,Strejcová Marie,59,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,70,Dolejší Jaroslava,61,0,0.00,2101,1,22,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=22&xstrana=1
1,529303,1,Vondrášek Josef Ing.,58,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,2,Milata Zdeněk Mgr.,28,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,3,Fialová Jiřina,58,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,4,Kudrna Luboš MVDr.,47,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,5,Hubený Pavel,54,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,6,Nekovářová Zuzana,45,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,7,Hajleková Zdeňka Ing.,49,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,8,Jetenský Pavel Ing.,55,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,9,Svoboda Jiří RSDr.,56,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,10,Cinka Ivan Mgr.,51,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,11,Peška Ladislav RNDr.,50,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,12,Horváthová Hana,54,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,13,Krško Jan Mgr.,36,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,14,Vojtová Hana Mgr.,42,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,15,Štefek Zdeněk Ing.,33,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,16,Klán Jan Bc.,25,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,17,Krejčová Marie,50,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,18,Hofmann Ondřej,23,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,19,Košnar Vladislav JUDr.,55,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,20,Klasová Jana RSDr.,62,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,21,Slavíček Josef,57,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,22,Janík Jaromír,50,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,23,Dovolil Josef Ing.,51,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,24,Žalud Ladislav Ing.,67,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,25,Kostková Martina Mgr.,29,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,26,Humlová Jiřina Mgr.,50,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,27,Sarauer Miloš,27,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,28,Grospičová Alena,51,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,29,Klement Josef,28,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,30,Hájková Alžběta,47,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,31,Šedivá Hana,30,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,32,Hlaváček Josef,41,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,33,Škorpík Martin Ing.,46,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,34,Václavů Jindřiška JUDr.,52,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,35,Zima Vladislav Ing.,52,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,36,Skála Karel,66,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,37,Kohout Václav,30,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,38,Pavlíková Kateřina,34,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,39,Červenka Tomáš,39,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,40,Suchý Tomáš Ing.,40,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,41,Hála Josef RSDr.,55,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,42,Hnyková Jitka,36,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,43,Bláha Miloš,42,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,44,Franta Bohumil,43,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,45,Fryčer Jan,44,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,46,Moucha Vladimír Ing.,53,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,47,Beneš Milan,42,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,48,Ryzáková Ilona,46,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,49,Podaná Jana,48,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,50,Duník Vladimír,51,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,51,Hermann Vladimír JUDr.,60,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,52,Hyka Drahoslav,60,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,53,Masár Július,60,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,54,Barták Jan JUDr.,61,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,55,Vašák Jan Prof. Ing. CSc.,62,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,56,Truxová Dagmar Ing. CSc.,63,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,57,Čechák Vilém Ing.,68,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,58,Vokolek Luboš,45,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,59,Bradáč Antonín,52,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,60,Hroníková Eva,53,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,61,Stejskal Jiří RSDr.,54,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,62,Jelínek Jaroslav,56,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,63,Strnad Ladislav Doc. Ing. CSc.,66,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,64,Carvan Rudolf Bc.,52,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,65,Spálenka Bohumil,54,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,66,Mrkvička Josef,55,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,67,Urbanová Pavlína,56,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,68,Pokorný Vladimír,58,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,69,Strejcová Marie,59,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,70,Dolejší Jaroslava,61,0,0.00,2101,1,23,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=23&xstrana=1
1,529303,1,Havlovicová Magdalena MUDr.,50,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,2,Černý Jan MVDr.,49,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,3,Kříž Vladimír PaedDr.,64,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,4,Protiva Karel MUDr.,56,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,5,Radová Dana Mgr.,45,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,6,Machač Jiří Ing.,59,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,7,Schweigstill Milan Mgr.,43,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,8,Renc Zdeněk,61,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,9,Bílá Stanislava,34,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,10,Vaněček Jan Ing.,48,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,11,Merunková Alexandra,56,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,12,Zdražil Vladimír Ing.,50,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,13,Procházka Václav Mgr.,29,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,14,Krupičková Jitka,58,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,15,Koryntová Helena,29,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,16,Štýs Michal Ing.,43,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,17,Malík Svatopluk,56,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,18,Roith Tomáš MUDr.,61,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,19,Schovánek Pavel,60,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,20,Miška Marcel,38,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,21,Berit Ladislav Ing.,57,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,22,Flek Jiří,52,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,23,Zrno Antonín,61,1,50.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,24,Volf Petr Mgr.,30,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,25,Polnický Petr,60,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,26,Havlovic Jan MUDr.,50,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,27,Kořánová Marcela,29,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,28,Charvát Martin Mgr.,40,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,29,Hošek Tomáš,33,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,30,Hlaváč Marek,21,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,31,Kaválek Vratislav,48,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,32,Dvořák Kamil Ing.,40,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,33,Hrabě Václav,39,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,34,Páca Vlastislav MUDr.,53,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,35,Ziková Květa Ing.,52,1,50.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,36,Pokorná Kateřina MUDr.,31,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,37,Kochleffl Petr,35,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
1,529303,38,Dibitanzl Jan,42,0,0.00,2101,5,1,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=1&xstrana=5
